Genes,log2foldChange,pValues,FDR
ENSG00000276007.1,-2.199661661,6.46E-09,1.66E-08
ENSG00000276085.1,-2.107910435,1.03E-14,4.35E-14
ENSG00000276136.1,-1.764639658,1.92E-05,3.61E-05
ENSG00000276365.1,-4.112551194,4.03E-35,4.81E-33
ENSG00000276386.1,-1.653654478,5.72E-28,1.15E-26
ENSG00000276644.5,-1.226372879,1.04E-25,1.50E-24
ENSG00000276691.1,-4.131082297,9.98E-14,3.87E-13
ENSG00000276863.1,-1.224512873,6.07E-08,1.43E-07
ENSG00000276961.1,-1.520987024,9.87E-12,3.25E-11
ENSG00000277022.1,-1.598406757,0.000676635,0.001091003
ENSG00000277287.1,-1.838252081,0.012366495,0.017263336
ENSG00000277449.1,-2.282325951,3.49E-22,3.19E-21
ENSG00000277481.2,-1.167572675,2.32E-21,1.94E-20
ENSG00000277494.2,-5.381872344,5.61E-37,1.55E-34
ENSG00000277512.1,-1.16989999,1.62E-10,4.81E-10
ENSG00000277548.1,-1.772784452,3.99E-08,9.56E-08
ENSG00000277619.1,-1.193244785,2.43E-18,1.48E-17
ENSG00000277632.2,-1.21747975,1.00E-08,2.53E-08
ENSG00000277639.3,-1.864864949,4.99E-21,4.02E-20
ENSG00000277879.1,-1.647867451,0.000284062,0.000476352
ENSG00000277948.1,-1.149616196,3.18E-05,5.85E-05
ENSG00000277954.1,-1.74704528,1.47E-26,2.37E-25
ENSG00000278000.1,-1.637835394,0.000240108,0.000405393
ENSG00000278023.7,-1.044862709,5.37E-18,3.15E-17
ENSG00000278112.1,-1.71832605,6.38E-14,2.52E-13
ENSG00000278175.6,-1.197985941,3.41E-14,1.38E-13
ENSG00000278215.1,-1.045416176,0.00869882,0.012375986
ENSG00000278224.7,-1.863731808,4.77E-06,9.45E-06
ENSG00000278233.1,-3.101212124,2.35E-09,6.28E-09
ENSG00000278238.2,-1.084185646,2.16E-16,1.08E-15
ENSG00000278434.1,-1.477821432,1.90E-23,2.02E-22
ENSG00000278456.1,-3.194209066,2.09E-14,8.62E-14
ENSG00000278530.5,-1.781443332,9.17E-08,2.12E-07
ENSG00000278546.1,-1.586766853,2.89E-08,7.00E-08
ENSG00000278590.1,-1.628709106,0.023710759,0.031925576
ENSG00000278601.1,-1.657090073,8.02E-22,7.05E-21
ENSG00000278616.1,-1.254692475,5.07E-06,1.00E-05
ENSG00000278716.1,-2.147952405,1.20E-11,3.93E-11
ENSG00000278873.1,-2.411365643,7.56E-32,3.35E-30
ENSG00000278900.1,-2.036793929,0.001164954,0.001832136
ENSG00000278917.1,-1.266107324,2.61E-07,5.81E-07
ENSG00000278921.2,-1.81093841,1.90E-06,3.90E-06
ENSG00000278962.1,-1.163364935,7.94E-29,1.87E-27
ENSG00000278989.1,-2.367851963,3.76E-27,6.67E-26
ENSG00000279019.1,-2.845265886,0.000418107,0.000688894
ENSG00000279022.1,-2.109663325,5.07E-07,1.10E-06
ENSG00000279066.1,-1.501120734,7.10E-05,0.000126118
ENSG00000279082.5,-1.433444892,8.34E-21,6.58E-20
ENSG00000279108.1,-1.694368747,8.41E-21,6.63E-20
ENSG00000279118.1,-1.866218223,5.85E-34,4.53E-32
ENSG00000279145.2,-1.473213039,1.00E-22,9.76E-22
ENSG00000279181.1,-1.184066364,6.35E-08,1.49E-07
ENSG00000279254.1,-3.711415706,0.000180288,0.000307937
ENSG00000279443.1,-2.186262856,1.08E-08,2.72E-08
ENSG00000279456.1,-1.45639182,8.96E-19,5.69E-18
ENSG00000279469.1,-2.192674198,8.17E-25,1.03E-23
ENSG00000279485.1,-2.421813091,0.026450464,0.035403107
ENSG00000279504.1,-2.101715576,4.79E-14,1.91E-13
ENSG00000279518.1,-1.256505396,9.49E-19,6.01E-18
ENSG00000279583.1,-3.053513216,0.005362599,0.007822147
ENSG00000279637.1,-3.318538061,9.16E-13,3.29E-12
ENSG00000279659.1,-1.103852669,4.51E-30,1.35E-28
ENSG00000279811.1,-2.726125965,5.21E-09,1.35E-08
ENSG00000279821.1,-1.965184796,1.65E-09,4.45E-09
ENSG00000279883.1,-1.365097085,7.49E-27,1.26E-25
ENSG00000279900.1,-1.464671613,1.57E-09,4.26E-09
ENSG00000279913.1,-2.613920971,9.55E-15,4.06E-14
ENSG00000279958.1,-1.092111878,0.015219546,0.02102318
ENSG00000279996.1,-2.061649614,7.26E-08,1.70E-07
ENSG00000280023.1,-1.370514029,7.72E-24,8.65E-23
ENSG00000280047.1,-2.059102742,1.25E-11,4.07E-11
ENSG00000280062.1,-2.809308054,4.91E-08,1.17E-07
ENSG00000280081.4,-1.385417612,0.001987461,0.003046195
ENSG00000280092.1,-1.588769935,3.12E-06,6.28E-06
ENSG00000280115.1,-2.231041724,7.89E-12,2.62E-11
ENSG00000280163.1,-1.383305613,2.87E-21,2.37E-20
ENSG00000280205.1,-1.097216047,2.52E-17,1.38E-16
ENSG00000280211.1,-2.208027993,0.005902006,0.008567392
ENSG00000280222.1,-1.097068091,0.001081383,0.001706302
ENSG00000280228.1,-1.812780806,6.05E-07,1.30E-06
ENSG00000280231.1,-1.923685919,9.25E-06,1.79E-05
ENSG00000280276.1,-3.161959102,6.08E-13,2.22E-12
ENSG00000280327.1,-3.037028777,0.000289158,0.000484632
ENSG00000280351.2,-1.338873664,0.001457424,0.002266767
ENSG00000280355.1,-2.494876687,1.11E-08,2.80E-08
ENSG00000280365.1,-1.114601925,2.64E-25,3.55E-24
ENSG00000280432.1,-1.310034078,1.10E-19,7.66E-19
ENSG00000281100.1,-1.184073351,0.039867085,0.052118978
ENSG00000281189.1,-1.119246803,1.32E-11,4.30E-11
ENSG00000281327.4,-3.154750687,7.94E-29,1.87E-27
ENSG00000281332.1,-1.965889457,3.44E-18,2.06E-17
ENSG00000281376.1,-1.426056431,4.14E-07,9.06E-07
ENSG00000281903.3,-1.175273134,0.00224103,0.003413858
ENSG00000282308.1,-8.036408354,3.40E-07,7.50E-07
ENSG00000282381.2,-1.078171352,1.10E-13,4.25E-13
ENSG00000282386.1,-1.013752949,2.91E-07,6.45E-07
ENSG00000282458.1,-1.069872921,0.02851397,0.038022345
ENSG00000282556.5,-2.488564862,4.36E-12,1.48E-11
ENSG00000282572.4,-4.099146218,5.82E-09,1.50E-08
ENSG00000282988.2,-1.695176122,3.34E-17,1.80E-16
ENSG00000283031.2,-2.549219205,1.08E-33,7.91E-32
ENSG00000283122.1,-1.035444513,1.77E-28,3.89E-27
ENSG00000283141.1,-1.130964601,4.65E-15,2.04E-14
ENSG00000283563.1,-1.277259508,3.40E-35,4.29E-33
ENSG00000283646.2,-1.23738235,3.71E-07,8.14E-07
ENSG00000283674.3,-4.136913915,2.59E-18,1.57E-17
ENSG00000284095.1,-1.801266333,3.30E-12,1.13E-11
ENSG00000284138.1,-4.646205487,2.59E-08,6.30E-08
ENSG00000284214.1,-5.554705703,4.39E-31,1.65E-29
ENSG00000284237.1,-2.149812242,4.07E-22,3.70E-21
ENSG00000284484.1,-3.81148272,2.35E-22,2.20E-21
ENSG00000284485.1,-1.86803891,0.000763193,0.001223686
ENSG00000284523.2,-1.449782862,0.01406553,0.019514356
ENSG00000284713.2,-1.77705722,1.81E-05,3.41E-05
ENSG00000284719.3,-1.19386297,1.03E-10,3.11E-10
ENSG00000284773.1,-2.194042711,1.79E-12,6.28E-12
ENSG00000284879.1,-3.458863987,0.008582245,0.012216366
ENSG00000285062.1,-1.322128685,0.001176284,0.001849007
ENSG00000285100.1,-1.627316189,1.66E-07,3.76E-07
ENSG00000285366.1,-1.122593875,1.11E-16,5.68E-16
ENSG00000285416.1,-3.350763524,6.26E-12,2.09E-11
ENSG00000285420.1,-1.82344753,0.001040016,0.001643566
ENSG00000285492.2,-3.354052117,4.58E-13,1.69E-12
ENSG00000285569.4,-2.954092593,5.95E-12,1.99E-11
ENSG00000285636.2,-1.364790567,2.62E-15,1.18E-14
ENSG00000285664.2,-1.125914285,1.07E-29,2.94E-28
ENSG00000285696.1,-1.696777315,0.0003873,0.000640406
ENSG00000285710.1,-1.073076273,0.000109219,0.000190581
ENSG00000285801.1,-1.177596189,6.11E-07,1.31E-06
ENSG00000285836.1,-1.437340988,3.60E-07,7.92E-07
ENSG00000285848.1,-1.044209956,1.67E-17,9.29E-17
ENSG00000285867.1,-5.176670181,1.03E-12,3.68E-12
ENSG00000285897.1,-1.17398677,0.01085182,0.015260715
ENSG00000285933.1,-4.906208788,4.04E-05,7.36E-05
ENSG00000286084.3,-2.185715728,1.20E-11,3.93E-11
ENSG00000286108.1,-1.399083896,1.49E-13,5.71E-13
ENSG00000286159.1,-1.068244376,0.025167526,0.033771413
ENSG00000286172.1,-1.302928444,4.13E-17,2.20E-16
ENSG00000286181.1,-2.43123627,2.94E-17,1.60E-16
ENSG00000286193.3,-1.508380528,8.20E-23,8.09E-22
ENSG00000286196.1,-1.095388349,5.40E-12,1.82E-11
ENSG00000286215.1,-1.229739478,4.65E-07,1.01E-06
ENSG00000286276.1,-1.177335563,7.92E-07,1.69E-06
ENSG00000286281.1,-2.467437517,5.64E-16,2.70E-15
ENSG00000286285.1,-3.633744314,4.16E-14,1.67E-13
ENSG00000286288.2,-1.209670175,1.13E-14,4.77E-14
ENSG00000286289.1,-3.878639973,1.01E-30,3.49E-29
ENSG00000286307.1,-5.440673312,1.23E-06,2.57E-06
ENSG00000286380.3,-1.260171169,1.02E-09,2.81E-09
ENSG00000286383.2,-1.741579866,1.35E-05,2.57E-05
ENSG00000286410.1,-1.22803147,0.015066101,0.020827169
ENSG00000286417.1,-1.25313493,8.14E-15,3.49E-14
ENSG00000286456.3,-1.405972769,3.88E-05,7.09E-05
ENSG00000286457.1,-1.076397096,5.69E-32,2.60E-30
ENSG00000286463.1,-3.756543818,1.10E-19,7.66E-19
ENSG00000286563.1,-1.187977454,1.95E-11,6.23E-11
ENSG00000286583.1,-3.714177069,1.70E-20,1.30E-19
ENSG00000286643.1,-1.00743563,2.72E-05,5.03E-05
ENSG00000286649.1,-3.216944537,2.07E-11,6.62E-11
ENSG00000286688.1,-4.314496051,1.06E-10,3.19E-10
ENSG00000286707.1,-3.092715758,1.60E-05,3.03E-05
ENSG00000286721.1,-2.12937783,1.28E-35,1.87E-33
ENSG00000286735.1,-1.928116115,2.18E-32,1.10E-30
ENSG00000286752.1,-1.190519485,1.04E-07,2.39E-07
ENSG00000286796.1,-1.051255944,1.97E-05,3.70E-05
ENSG00000286835.1,-2.449773452,1.03E-18,6.50E-18
ENSG00000286850.1,-1.065799428,3.13E-09,8.26E-09
ENSG00000286861.1,-2.183395946,1.89E-22,1.79E-21
ENSG00000286882.1,-3.531515415,1.52E-15,6.98E-15
ENSG00000286947.1,-3.117042407,5.07E-18,2.99E-17
ENSG00000286977.1,-1.181019938,7.49E-09,1.91E-08
ENSG00000286989.1,-1.013586048,0.000361147,0.000598937
ENSG00000286993.1,-1.956180465,1.78E-09,4.80E-09
ENSG00000287022.1,-1.146316885,4.17E-20,3.06E-19
ENSG00000287059.1,-3.361694628,3.90E-15,1.73E-14
ENSG00000287066.1,-1.141617016,1.53E-15,7.02E-15
ENSG00000287067.1,-1.203497523,1.61E-14,6.72E-14
ENSG00000287077.1,-1.027656103,4.07E-20,2.98E-19
ENSG00000287081.1,-2.005927567,1.89E-30,6.11E-29
ENSG00000287109.1,-3.222903274,3.63E-26,5.56E-25
ENSG00000287121.1,-7.150996442,0.000100894,0.000176578
ENSG00000287129.1,-1.456026576,2.29E-20,1.73E-19
ENSG00000287229.1,-6.866005295,0.015104334,0.020875317
ENSG00000287287.1,-2.270908387,2.13E-16,1.06E-15
ENSG00000287314.1,-1.150686495,6.03E-19,3.89E-18
ENSG00000287338.1,-4.667405095,6.45E-05,0.000115015
ENSG00000287356.1,-2.482700132,5.59E-21,4.48E-20
ENSG00000287415.1,-8.819222203,0.045005139,0.058393021
ENSG00000287456.1,-1.528579304,3.11E-13,1.16E-12
ENSG00000287467.1,-1.241280805,6.55E-20,4.70E-19
ENSG00000287508.1,-1.547891365,2.69E-28,5.78E-27
ENSG00000287527.1,-2.212842846,4.73E-31,1.77E-29
ENSG00000287584.1,-1.529580484,0.000874242,0.001392856
ENSG00000287618.1,-2.138502845,5.98E-09,1.54E-08
ENSG00000287670.1,-1.409555297,2.34E-08,5.72E-08
ENSG00000287676.1,-1.488712329,3.04E-10,8.78E-10
ENSG00000287695.1,-1.685998992,4.62E-05,8.37E-05
ENSG00000287721.1,-1.466466819,0.010430771,0.014698253
ENSG00000287786.1,-2.64074321,6.41E-16,3.05E-15
ENSG00000287822.1,-2.631918712,2.96E-27,5.32E-26
ENSG00000287853.1,-1.620348077,4.88E-05,8.82E-05
ENSG00000287868.1,-1.26786214,0.000275101,0.000461906
ENSG00000287884.1,-1.216986458,0.030785725,0.040870405
ENSG00000287895.1,-1.939257431,4.54E-09,1.18E-08
ENSG00000287937.1,-1.621290624,1.73E-07,3.90E-07
ENSG00000288054.1,-1.118399675,6.12E-13,2.23E-12
ENSG00000288096.1,-2.141729029,8.42E-12,2.78E-11
ENSG00000288542.1,-1.512191563,7.22E-12,2.40E-11
ENSG00000288558.3,-1.638475385,0.001398451,0.002180019
ENSG00000288700.2,-3.333289713,1.13E-14,4.77E-14
ENSG00000288738.1,-2.307662293,4.16E-13,1.54E-12
ENSG00000288748.1,-1.622842161,4.69E-25,6.12E-24
ENSG00000288772.2,-1.348506398,4.43E-08,1.06E-07
ENSG00000288781.2,-1.673370432,2.86E-13,1.07E-12
ENSG00000288788.1,-1.519191428,4.75E-09,1.23E-08
ENSG00000288792.1,-1.111945517,0.03359256,0.044347153
ENSG00000288823.1,-2.778768964,1.47E-07,3.35E-07
ENSG00000288825.1,-2.165811061,3.38E-24,3.96E-23
ENSG00000288833.2,-2.356613364,7.10E-13,2.57E-12
ENSG00000288922.2,-1.082477782,0.000362415,0.000600812
ENSG00000288927.2,-1.660133096,9.83E-20,6.91E-19
ENSG00000288965.1,-2.672354174,5.51E-14,2.19E-13
ENSG00000289003.1,-1.314212451,2.68E-21,2.22E-20
ENSG00000289004.2,-1.938803321,1.87E-07,4.21E-07
ENSG00000289014.1,-2.753451978,1.41E-07,3.22E-07
ENSG00000289031.1,-1.142766428,4.81E-08,1.14E-07
ENSG00000289047.2,-1.010577389,7.72E-08,1.80E-07
ENSG00000289103.2,-1.295225848,0.032385118,0.042863848
ENSG00000289130.2,-1.246471916,7.49E-33,4.25E-31
ENSG00000289175.1,-1.056040012,5.88E-09,1.52E-08
ENSG00000289188.1,-1.38545199,1.03E-16,5.32E-16
ENSG00000289208.1,-1.186337237,1.90E-13,7.20E-13
ENSG00000289210.1,-4.801719244,2.40E-25,3.25E-24
ENSG00000289251.2,-2.053372787,4.77E-16,2.30E-15
ENSG00000289339.2,-1.40681408,0.000552368,0.000898906
ENSG00000289404.2,-2.203364122,1.27E-27,2.44E-26
ENSG00000289421.1,-1.907718304,2.73E-06,5.52E-06
ENSG00000289447.2,-1.084176705,2.10E-18,1.28E-17
ENSG00000289476.1,-1.063068586,4.16E-08,9.95E-08
ENSG00000289480.1,-1.185761556,2.05E-24,2.46E-23
ENSG00000289486.2,-1.06745169,8.41E-10,2.34E-09
ENSG00000289532.2,-1.640416873,3.01E-12,1.03E-11
ENSG00000289575.1,-1.140495197,1.02E-08,2.56E-08
ENSG00000289582.1,-1.051580135,2.82E-12,9.71E-12
ENSG00000289602.1,-1.346263122,0.000581268,0.000942885
ENSG00000289635.2,-1.446826868,3.70E-18,2.21E-17
ENSG00000289701.1,-2.553632956,3.10E-16,1.52E-15
ENSG00000289927.1,-1.321248776,1.53E-20,1.18E-19
ENSG00000289935.1,-2.529800348,3.11E-08,7.51E-08
ENSG00000289946.1,-3.923708064,5.18E-05,9.33E-05
ENSG00000289960.1,-1.316077872,0.000211613,0.0003593
ENSG00000289966.1,-2.039577929,0.000117746,0.000204819
ENSG00000289999.1,-2.093235577,0.001106211,0.001743326
ENSG00000290017.1,-1.174283403,0.000127849,0.00022174
ENSG00000290027.1,-2.607167711,1.58E-13,6.02E-13
ENSG00000290052.1,-1.260976166,2.20E-12,7.64E-12
ENSG00000290095.1,-1.517324374,1.15E-07,2.63E-07
ENSG00000290098.1,-2.271860514,1.84E-18,1.13E-17
ENSG00000290382.1,-1.047132366,1.67E-06,3.45E-06
ENSG00000290415.1,-3.441777759,3.38E-05,6.19E-05
ENSG00000290464.1,-1.002287437,5.95E-14,2.36E-13
ENSG00000290476.1,-1.441628539,4.33E-21,3.51E-20
ENSG00000290588.1,-2.329911878,0.00310566,0.004655379
ENSG00000290592.1,-1.161310034,6.70E-11,2.05E-10
ENSG00000290653.1,-2.082920004,1.32E-09,3.60E-09
ENSG00000290709.1,-2.545140105,0.003050602,0.00457732
ENSG00000290728.1,-1.582322258,8.18E-05,0.000144441
ENSG00000290846.1,-1.970416225,1.23E-21,1.06E-20
ENSG00000290924.1,-1.027112363,2.28E-14,9.36E-14
ENSG00000290945.1,-1.891775454,1.10E-05,2.10E-05
ENSG00000290959.1,-1.130528873,5.45E-07,1.18E-06
ENSG00000290960.1,-1.822729165,4.69E-29,1.15E-27
ENSG00000291005.1,-1.675748385,5.42E-07,1.17E-06
ENSG00000291086.1,-1.226108608,1.78E-11,5.72E-11
ENSG00000291156.1,-2.007997506,0.010158208,0.014339872
ENSG00000291176.1,-1.085303735,4.33E-11,1.34E-10
ENSG00000291213.1,-1.581215802,1.56E-07,3.55E-07
ENSG00000291336.1,-2.709230813,1.89E-24,2.27E-23
