Genes,log2foldChange,pValues,FDR
ENSG00000264083.1,1.373909038,1.33E-16,6.78E-16
ENSG00000264186.1,2.060614628,0.005852516,0.008499575
ENSG00000264273.1,1.670147905,0.019291196,0.026291059
ENSG00000264290.1,1.018458734,1.36E-05,2.60E-05
ENSG00000264292.1,1.193386455,0.011587214,0.016236075
ENSG00000264296.1,1.219571518,4.46E-05,8.09E-05
ENSG00000264345.2,1.133597029,1.01E-10,3.06E-10
ENSG00000264354.1,1.624760106,5.78E-11,1.78E-10
ENSG00000264458.1,1.743298133,0.015491388,0.021378464
ENSG00000264480.1,1.175175276,1.01E-06,2.12E-06
ENSG00000264536.1,1.644877963,6.67E-10,1.87E-09
ENSG00000264553.1,4.231234073,1.46E-07,3.33E-07
ENSG00000264573.2,2.5210534,2.97E-07,6.57E-07
ENSG00000264666.3,1.083768631,4.35E-06,8.65E-06
ENSG00000264714.1,3.920566735,2.50E-12,8.67E-12
ENSG00000264727.1,2.135576928,3.80E-16,1.85E-15
ENSG00000264741.1,1.067267657,2.98E-06,6.02E-06
ENSG00000264772.6,2.024290484,8.97E-12,2.96E-11
ENSG00000264932.3,1.823464497,1.16E-14,4.90E-14
ENSG00000264934.1,1.078474539,4.39E-09,1.14E-08
ENSG00000264958.2,1.515956325,1.96E-15,8.95E-15
ENSG00000264968.1,1.214014479,2.86E-13,1.07E-12
ENSG00000265069.1,1.198881344,1.15E-10,3.46E-10
ENSG00000265158.2,1.491660113,4.31E-10,1.23E-09
ENSG00000265215.1,1.018215302,2.17E-06,4.42E-06
ENSG00000265313.8,1.823831816,0.000543036,0.000884188
ENSG00000265331.1,1.564907938,6.32E-29,1.51E-27
ENSG00000265369.3,1.007124041,3.92E-10,1.12E-09
ENSG00000265452.1,1.781029156,7.61E-05,0.000134763
ENSG00000265458.3,1.227723402,2.43E-07,5.42E-07
ENSG00000265460.6,2.313638726,5.69E-12,1.91E-11
ENSG00000265465.1,1.302892693,2.02E-05,3.78E-05
ENSG00000265635.1,1.496203038,2.36E-29,6.12E-28
ENSG00000265656.1,2.057385277,4.23E-15,1.87E-14
ENSG00000265688.2,1.382077572,7.72E-10,2.15E-09
ENSG00000265750.1,1.026948183,0.008308143,0.011847641
ENSG00000265752.3,2.300453827,5.53E-26,8.30E-25
ENSG00000265763.4,1.063555518,0.005722367,0.008320015
ENSG00000265786.1,1.490229866,3.37E-19,2.24E-18
ENSG00000265802.2,1.900614013,8.26E-09,2.10E-08
ENSG00000265939.1,3.349625426,1.51E-11,4.89E-11
ENSG00000265957.1,1.745826764,8.28E-18,4.77E-17
ENSG00000266049.1,1.231883192,6.31E-06,1.23E-05
ENSG00000266145.1,1.435260152,8.88E-15,3.79E-14
ENSG00000266288.1,1.050278463,3.33E-11,1.05E-10
ENSG00000266289.1,1.11750009,7.50E-06,1.46E-05
ENSG00000266302.6,1.058976147,1.29E-07,2.95E-07
ENSG00000266421.3,1.697843734,2.15E-11,6.86E-11
ENSG00000266573.6,1.517724074,0.009105833,0.012921487
ENSG00000266613.1,1.121705349,1.02E-15,4.78E-15
ENSG00000266668.1,1.248947103,1.35E-06,2.81E-06
ENSG00000266708.1,5.787512049,3.85E-11,1.20E-10
ENSG00000266709.1,3.690703168,4.79E-15,2.10E-14
ENSG00000266761.1,1.499380183,4.37E-13,1.61E-12
ENSG00000266801.1,2.476894198,2.96E-05,5.45E-05
ENSG00000266850.1,2.047274267,1.91E-10,5.61E-10
ENSG00000266877.1,2.425216108,6.71E-10,1.88E-09
ENSG00000266907.1,1.119052393,1.63E-10,4.83E-10
ENSG00000266922.1,1.298009941,0.000196074,0.000333803
ENSG00000266968.2,1.077777473,1.18E-11,3.86E-11
ENSG00000267005.1,1.623007169,1.62E-24,1.97E-23
ENSG00000267046.1,1.026007585,1.18E-06,2.47E-06
ENSG00000267056.2,1.287215495,1.55E-09,4.19E-09
ENSG00000267127.7,2.633498348,5.19E-06,1.02E-05
ENSG00000267131.1,2.376564067,1.32E-11,4.30E-11
ENSG00000267222.1,1.300174154,9.73E-07,2.06E-06
ENSG00000267288.2,2.888527002,1.39E-11,4.52E-11
ENSG00000267299.1,1.901580512,1.87E-30,6.06E-29
ENSG00000267304.1,3.690655187,7.31E-12,2.43E-11
ENSG00000267311.1,5.146465459,2.80E-05,5.19E-05
ENSG00000267325.2,1.583523957,1.97E-07,4.44E-07
ENSG00000267339.8,1.273776483,2.22E-18,1.36E-17
ENSG00000267346.1,1.01816596,0.044321669,0.057564679
ENSG00000267373.1,2.159370796,3.33E-21,2.74E-20
ENSG00000267374.3,1.692867497,4.99E-19,3.25E-18
ENSG00000267385.1,1.984944494,5.91E-15,2.57E-14
ENSG00000267417.1,1.394526692,0.005362599,0.007822147
ENSG00000267476.1,1.05160349,3.26E-05,5.98E-05
ENSG00000267505.1,1.105411202,2.78E-09,7.38E-09
ENSG00000267530.5,1.354103676,3.42E-05,6.27E-05
ENSG00000267543.1,2.855768491,2.95E-18,1.77E-17
ENSG00000267547.1,2.733348,0.004812733,0.007060717
ENSG00000267583.5,3.319256676,2.02E-12,7.03E-12
ENSG00000267603.1,2.267989669,2.00E-29,5.23E-28
ENSG00000267612.1,1.481008186,6.94E-14,2.73E-13
ENSG00000267646.1,1.382482866,4.09E-11,1.27E-10
ENSG00000267662.1,2.096676401,1.56E-14,6.50E-14
ENSG00000267749.1,3.332843315,2.60E-06,5.27E-06
ENSG00000268047.1,1.316820283,6.01E-05,0.000107616
ENSG00000268051.1,1.220806182,3.99E-07,8.73E-07
ENSG00000268062.1,1.08400292,1.04E-07,2.40E-07
ENSG00000268297.1,6.13066322,1.17E-23,1.28E-22
ENSG00000268333.1,2.61986703,2.67E-06,5.41E-06
ENSG00000268472.2,4.056630441,2.65E-07,5.90E-07
ENSG00000268500.7,2.715680906,1.46E-16,7.40E-16
ENSG00000268555.2,1.540947301,2.61E-11,8.27E-11
ENSG00000268658.5,2.339657987,4.10E-05,7.47E-05
ENSG00000268660.1,1.954838598,5.85E-09,1.51E-08
ENSG00000268717.1,1.315436784,1.85E-08,4.56E-08
ENSG00000268764.1,1.12298938,3.54E-06,7.08E-06
ENSG00000268798.1,1.984283074,3.16E-09,8.35E-09
ENSG00000268830.1,1.258414801,7.01E-09,1.79E-08
ENSG00000269102.1,1.94606326,0.000743113,0.0011938
ENSG00000269288.1,1.425081982,5.34E-08,1.26E-07
ENSG00000269376.1,1.275026455,8.35E-06,1.62E-05
ENSG00000269399.2,1.859845733,5.13E-09,1.33E-08
ENSG00000269662.1,2.16709967,9.83E-07,2.08E-06
ENSG00000269892.1,1.257571248,3.48E-10,1.00E-09
ENSG00000269921.1,1.983612015,1.53E-07,3.48E-07
ENSG00000269945.1,1.800809529,0.000702063,0.001130518
ENSG00000269947.1,1.388629707,2.17E-12,7.54E-12
ENSG00000269959.1,2.319771983,0.034996759,0.046131407
ENSG00000269994.3,2.294068337,5.32E-18,3.13E-17
ENSG00000270001.1,1.768844992,2.15E-17,1.18E-16
ENSG00000270011.9,1.697826749,4.27E-11,1.33E-10
ENSG00000270031.1,2.872715298,1.23E-14,5.18E-14
ENSG00000270059.1,1.105492189,2.32E-11,7.38E-11
ENSG00000270091.1,2.59879305,6.34E-14,2.50E-13
ENSG00000270133.1,2.099713661,2.47E-07,5.52E-07
ENSG00000270137.1,1.333954163,2.10E-06,4.29E-06
ENSG00000270154.1,1.752196799,8.74E-14,3.41E-13
ENSG00000270165.1,1.740427954,0.042886546,0.055826045
ENSG00000270171.1,1.176005949,4.57E-10,1.30E-09
ENSG00000270190.1,1.744126034,1.18E-20,9.19E-20
ENSG00000270255.1,1.444567108,0.008745845,0.012438274
ENSG00000270317.1,1.377332454,4.16E-15,1.84E-14
ENSG00000270343.1,3.785477808,2.24E-21,1.88E-20
ENSG00000270409.2,4.247980516,1.28E-09,3.50E-09
ENSG00000270574.1,3.555412007,2.93E-10,8.49E-10
ENSG00000270591.1,5.225334237,0.023824546,0.032071746
ENSG00000270632.1,1.054058661,1.72E-05,3.24E-05
ENSG00000270689.1,2.622283799,3.36E-12,1.15E-11
ENSG00000270760.1,2.047305542,0.000473499,0.000775618
ENSG00000270765.7,3.327539202,1.79E-17,9.93E-17
ENSG00000270880.1,1.175188874,1.06E-10,3.20E-10
ENSG00000270909.1,6.087068896,5.58E-25,7.19E-24
ENSG00000270933.2,1.221579663,4.32E-15,1.90E-14
ENSG00000270947.1,1.191425615,2.68E-07,5.95E-07
ENSG00000271086.7,1.286326468,6.72E-08,1.58E-07
ENSG00000271095.1,2.478700581,1.34E-08,3.34E-08
ENSG00000271127.2,1.493760473,8.18E-10,2.27E-09
ENSG00000271133.7,1.054229527,0.012143747,0.016972471
ENSG00000271137.1,1.129158093,0.001074385,0.001695608
ENSG00000271208.1,1.644299655,0.000170646,0.000292395
ENSG00000271367.1,1.57823935,2.92E-21,2.41E-20
ENSG00000271382.1,2.51576531,8.15E-16,3.85E-15
ENSG00000271401.1,1.506316025,2.49E-15,1.12E-14
ENSG00000271452.1,4.348996185,3.06E-09,8.09E-09
ENSG00000271538.7,2.170088815,4.24E-06,8.43E-06
ENSG00000271597.1,1.225784871,4.53E-16,2.19E-15
ENSG00000271711.1,1.051181914,4.34E-05,7.88E-05
ENSG00000271761.1,1.458754773,2.63E-19,1.76E-18
ENSG00000271774.1,3.859960524,8.99E-31,3.14E-29
ENSG00000271850.2,2.575797105,2.83E-11,8.94E-11
ENSG00000271916.1,1.074032167,4.74E-07,1.03E-06
ENSG00000271936.1,1.939862309,1.44E-18,8.99E-18
ENSG00000271973.1,2.979858904,1.04E-20,8.11E-20
ENSG00000271993.1,1.915140817,0.000146705,0.000252956
ENSG00000272123.1,1.314086037,2.10E-11,6.70E-11
ENSG00000272153.1,1.15521696,0.000165095,0.000283312
ENSG00000272159.1,1.533001771,3.39E-26,5.22E-25
ENSG00000272167.2,1.3926675,2.48E-13,9.33E-13
ENSG00000272235.1,2.081313967,1.88E-14,7.77E-14
ENSG00000272239.1,1.071156141,4.91E-08,1.17E-07
ENSG00000272249.1,1.188699216,4.38E-08,1.05E-07
ENSG00000272263.1,1.10297285,0.000595231,0.000964616
ENSG00000272279.1,1.06898483,0.039250326,0.051371799
ENSG00000272288.8,3.853741096,4.83E-07,1.05E-06
ENSG00000272293.1,1.530496119,5.68E-06,1.12E-05
ENSG00000272375.1,1.313067131,7.01E-09,1.79E-08
ENSG00000272412.2,1.592089266,1.84E-10,5.42E-10
ENSG00000272416.1,4.613413378,1.76E-19,1.20E-18
ENSG00000272420.1,1.345840166,4.03E-08,9.65E-08
ENSG00000272447.1,1.002760477,0.000546751,0.000890143
ENSG00000272472.1,1.830857892,0.008840577,0.012567173
ENSG00000272476.1,1.347736978,3.42E-15,1.52E-14
ENSG00000272485.1,1.060644966,7.67E-10,2.14E-09
ENSG00000272508.1,1.22162185,2.13E-22,2.00E-21
ENSG00000272523.2,3.775850547,9.57E-23,9.36E-22
ENSG00000272541.1,1.109321051,4.60E-17,2.45E-16
ENSG00000272542.1,1.036251806,1.55E-10,4.59E-10
ENSG00000272576.1,1.218992237,5.25E-10,1.49E-09
ENSG00000272625.1,2.001607418,2.65E-08,6.46E-08
ENSG00000272654.2,3.712429713,4.34E-08,1.04E-07
ENSG00000272696.1,5.131434687,0.00156247,0.002423022
ENSG00000272729.1,3.668531176,1.03E-19,7.25E-19
ENSG00000272733.1,1.435479769,1.19E-10,3.58E-10
ENSG00000272789.1,1.496986021,1.65E-14,6.86E-14
ENSG00000272824.1,1.000874458,8.97E-10,2.48E-09
ENSG00000272856.1,1.920205918,2.40E-15,1.08E-14
ENSG00000272865.2,1.477489195,5.85E-09,1.51E-08
ENSG00000272885.1,1.089875674,4.55E-13,1.68E-12
ENSG00000272950.1,1.432176269,1.44E-07,3.27E-07
ENSG00000272975.1,4.826270581,4.93E-15,2.16E-14
ENSG00000273032.3,1.320802705,2.27E-05,4.24E-05
ENSG00000273036.4,1.120313733,1.68E-09,4.55E-09
ENSG00000273090.1,4.062681644,4.94E-21,3.98E-20
ENSG00000273129.3,1.018310716,1.03E-09,2.84E-09
ENSG00000273219.1,2.867345773,0.000172534,0.00029545
ENSG00000273253.2,2.807818009,0.002043521,0.003128992
ENSG00000273258.1,1.200911891,2.78E-10,8.06E-10
ENSG00000273274.2,1.5235083,5.65E-05,0.000101333
ENSG00000273325.1,1.880953948,1.64E-09,4.43E-09
ENSG00000273336.1,1.094113182,0.000142418,0.000245952
ENSG00000273372.1,3.175738635,6.96E-16,3.30E-15
ENSG00000273523.1,1.204208047,1.85E-07,4.17E-07
ENSG00000273542.2,2.459655799,5.60E-28,1.13E-26
ENSG00000273597.1,2.262581065,1.34E-06,2.79E-06
ENSG00000273650.1,1.435165376,1.03E-23,1.13E-22
ENSG00000273674.6,2.936374941,2.55E-22,2.37E-21
ENSG00000273682.1,1.486406073,8.42E-12,2.78E-11
ENSG00000273703.2,1.928059731,3.45E-33,2.17E-31
ENSG00000273733.1,2.809366642,5.07E-16,2.44E-15
ENSG00000273783.2,1.067556666,0.001617568,0.002504288
ENSG00000273841.6,1.68148476,0.012560293,0.017519521
ENSG00000273958.1,1.928211524,4.06E-17,2.17E-16
ENSG00000273983.2,1.383882942,7.55E-30,2.15E-28
ENSG00000273999.1,4.301081469,1.35E-23,1.46E-22
ENSG00000274080.1,3.51727403,3.92E-19,2.59E-18
ENSG00000274209.6,1.297264137,1.07E-08,2.68E-08
ENSG00000274214.1,2.053181102,1.55E-13,5.94E-13
ENSG00000274225.1,1.258480626,1.51E-05,2.88E-05
ENSG00000274340.1,1.967336978,8.44E-14,3.30E-13
ENSG00000274341.1,3.286136113,3.69E-16,1.80E-15
ENSG00000274576.2,1.610191163,0.00065647,0.001060049
ENSG00000274591.1,4.329844115,0.002140187,0.003267706
ENSG00000274641.2,1.561470194,2.08E-38,2.45E-35
ENSG00000274721.1,2.327462149,8.08E-10,2.25E-09
ENSG00000274759.1,1.163717324,6.55E-13,2.38E-12
ENSG00000274845.1,1.292932496,4.40E-14,1.76E-13
ENSG00000274902.1,1.885545491,1.87E-22,1.77E-21
ENSG00000274943.1,3.867398719,2.14E-12,7.44E-12
ENSG00000274995.1,1.175393081,0.041490905,0.054114966
ENSG00000275005.1,1.830569181,7.25E-20,5.16E-19
ENSG00000275015.1,1.132807956,2.53E-15,1.14E-14
ENSG00000275126.2,1.388383455,2.15E-30,6.87E-29
ENSG00000275155.1,1.81561752,1.75E-17,9.71E-17
ENSG00000275194.1,2.413844482,3.97E-26,6.06E-25
ENSG00000275202.1,1.439252502,0.008375924,0.011938193
ENSG00000275212.3,1.483751785,1.55E-07,3.51E-07
ENSG00000275234.1,3.133489435,3.55E-06,7.11E-06
ENSG00000275236.1,1.038746902,4.18E-06,8.33E-06
ENSG00000275278.1,1.578005784,0.016580357,0.022800221
ENSG00000275302.2,1.266888771,1.35E-15,6.27E-15
ENSG00000275379.2,1.090804487,5.03E-33,3.01E-31
ENSG00000275383.1,1.91396042,2.63E-11,8.32E-11
ENSG00000275389.1,1.409756431,2.38E-11,7.56E-11
ENSG00000275465.8,1.400577906,1.40E-08,3.50E-08
ENSG00000275484.1,1.129043802,2.44E-08,5.95E-08
ENSG00000275569.1,1.909465077,5.27E-25,6.82E-24
ENSG00000275857.1,1.092280473,7.91E-16,3.74E-15
ENSG00000275902.1,1.13461649,0.019149333,0.026111643
ENSG00000275919.1,1.240383021,1.06E-07,2.45E-07
ENSG00000275994.1,1.26476506,5.07E-15,2.22E-14
ENSG00000276045.4,1.680042208,6.77E-12,2.26E-11
ENSG00000276127.1,1.04448432,7.91E-09,2.01E-08
ENSG00000276128.2,1.052089948,3.27E-08,7.90E-08
ENSG00000276162.1,1.313753243,3.51E-14,1.42E-13
ENSG00000276179.1,1.371749327,1.52E-19,1.05E-18
ENSG00000276266.1,1.238732334,5.55E-07,1.20E-06
ENSG00000276289.6,1.320584779,6.55E-16,3.12E-15
ENSG00000276368.2,1.543730267,4.76E-37,1.40E-34
ENSG00000276410.4,1.517770759,4.24E-32,2.02E-30
ENSG00000276486.1,1.995463966,0.005754657,0.00836498
ENSG00000276488.1,2.482598728,0.003394786,0.005064274
ENSG00000276578.1,2.298930021,4.94E-06,9.77E-06
ENSG00000276663.1,1.386298491,2.22E-07,4.97E-07
ENSG00000276702.1,1.611528894,1.10E-08,2.77E-08
ENSG00000276757.1,1.115256682,0.031795469,0.042137962
ENSG00000276765.1,1.229501903,3.00E-18,1.80E-17
ENSG00000276775.1,6.703526988,0.031576737,0.041858932
ENSG00000276903.2,1.298271101,2.31E-36,4.72E-34
ENSG00000277039.1,1.038617153,2.70E-09,7.19E-09
ENSG00000277118.1,1.694539753,6.51E-12,2.17E-11
ENSG00000277173.1,6.185054128,2.86E-28,6.11E-27
ENSG00000277270.2,1.332117324,2.13E-22,2.00E-21
ENSG00000277370.1,2.04156923,3.80E-12,1.30E-11
ENSG00000277382.1,5.387894179,1.55E-18,9.63E-18
ENSG00000277413.1,2.468827306,2.80E-23,2.92E-22
ENSG00000277425.1,2.811168701,6.61E-20,4.73E-19
ENSG00000277491.1,1.240404122,0.019819251,0.026969974
ENSG00000277631.7,3.433119789,5.20E-33,3.10E-31
ENSG00000277702.1,1.354037644,3.37E-13,1.26E-12
ENSG00000277737.3,4.250992275,1.44E-23,1.55E-22
ENSG00000277744.1,2.649103699,5.82E-09,1.50E-08
ENSG00000277758.6,1.456318034,6.08E-14,2.40E-13
ENSG00000277775.2,1.030480537,4.53E-36,8.03E-34
ENSG00000277968.1,3.173233607,1.21E-11,3.95E-11
ENSG00000277987.3,1.646273195,9.98E-16,4.67E-15
ENSG00000277999.1,1.121450567,0.000868495,0.001384275
ENSG00000278058.1,2.814648198,1.46E-14,6.11E-14
ENSG00000278083.1,1.10508495,4.67E-07,1.02E-06
ENSG00000278131.1,2.054013146,1.03E-23,1.13E-22
ENSG00000278146.1,1.326479253,6.04E-21,4.83E-20
ENSG00000278274.1,1.16212336,3.05E-23,3.17E-22
ENSG00000278351.1,2.098343056,1.39E-12,4.92E-12
ENSG00000278462.1,3.08654011,1.33E-11,4.33E-11
ENSG00000278463.2,1.461085461,4.09E-37,1.31E-34
ENSG00000278464.2,1.436640899,2.74E-07,6.10E-07
ENSG00000278486.1,1.449160076,1.35E-06,2.82E-06
ENSG00000278496.1,1.175789579,1.26E-06,2.64E-06
ENSG00000278543.1,1.265884903,8.72E-16,4.10E-15
ENSG00000278619.5,1.600911903,1.59E-10,4.70E-10
ENSG00000278637.2,1.076103262,1.15E-34,1.13E-32
ENSG00000278677.2,1.002652375,2.29E-39,1.15E-35
ENSG00000278709.2,1.377691611,2.01E-19,1.36E-18
ENSG00000278769.1,1.588967954,5.28E-14,2.10E-13
ENSG00000278880.1,1.737526352,0.008888286,0.01263148
ENSG00000278909.1,1.054624487,0.020509543,0.027847545
ENSG00000278959.1,1.39709653,6.70E-06,1.31E-05
ENSG00000279036.1,1.593111376,2.86E-28,6.11E-27
ENSG00000279039.1,1.188346471,9.25E-14,3.60E-13
ENSG00000279067.1,1.400619595,3.62E-07,7.95E-07
ENSG00000279096.2,1.89406434,1.79E-22,1.70E-21
ENSG00000279128.1,3.060854564,7.35E-23,7.29E-22
ENSG00000279142.1,1.010321462,6.04E-06,1.18E-05
ENSG00000279176.1,1.058630582,1.20E-26,1.96E-25
ENSG00000279180.1,3.15762631,3.81E-33,2.37E-31
ENSG00000279199.1,2.211339927,3.48E-07,7.67E-07
ENSG00000279251.1,1.619723409,2.77E-10,8.02E-10
ENSG00000279255.2,7.01710206,3.00E-14,1.22E-13
ENSG00000279377.1,2.041848971,2.39E-11,7.60E-11
ENSG00000279391.1,2.42841086,2.12E-34,1.95E-32
ENSG00000279428.1,1.876139436,7.82E-05,0.000138275
ENSG00000279447.1,3.814249995,4.13E-17,2.20E-16
ENSG00000279452.1,2.009673029,7.86E-06,1.53E-05
ENSG00000279465.1,1.340069916,1.82E-06,3.75E-06
ENSG00000279474.1,2.522959949,4.42E-12,1.50E-11
ENSG00000279499.1,1.505753033,1.94E-14,8.04E-14
ENSG00000279507.1,1.273436096,0.001839063,0.002829065
ENSG00000279521.1,2.286679887,1.09E-16,5.59E-16
ENSG00000279532.1,1.333484479,2.52E-12,8.72E-12
ENSG00000279571.3,7.326019792,1.17E-17,6.61E-17
ENSG00000279581.1,1.839962206,3.65E-22,3.33E-21
ENSG00000279587.1,1.153585439,9.33E-21,7.33E-20
ENSG00000279588.2,1.717316886,1.54E-12,5.42E-12
ENSG00000279622.2,1.679349033,1.74E-17,9.64E-17
ENSG00000279638.1,1.910345483,1.24E-08,3.10E-08
ENSG00000279675.1,3.931002989,8.32E-17,4.32E-16
ENSG00000279681.1,4.658594022,0.000112557,0.000196205
ENSG00000279698.1,2.316826465,6.89E-15,2.98E-14
ENSG00000279702.1,1.178843086,4.37E-19,2.87E-18
ENSG00000279725.1,3.479914837,1.75E-24,2.11E-23
ENSG00000279735.2,4.444532839,1.66E-06,3.44E-06
ENSG00000279739.1,1.11455218,4.56E-16,2.20E-15
ENSG00000279747.1,2.248424098,0.000933687,0.001482635
ENSG00000279798.1,1.12064387,1.22E-19,8.50E-19
ENSG00000279829.1,2.969221253,6.08E-14,2.40E-13
ENSG00000279940.1,3.427433985,2.62E-29,6.75E-28
ENSG00000279954.1,1.852145153,1.53E-15,7.02E-15
ENSG00000279976.1,1.704982173,2.64E-22,2.45E-21
ENSG00000280079.1,1.242255056,9.81E-19,6.21E-18
ENSG00000280132.1,1.366950989,9.59E-13,3.43E-12
ENSG00000280197.1,2.441243536,1.15E-14,4.86E-14
ENSG00000280200.1,3.570163715,2.53E-24,3.00E-23
ENSG00000280216.1,1.258190446,2.49E-07,5.55E-07
ENSG00000280241.4,2.017224498,1.93E-10,5.68E-10
ENSG00000280255.1,1.570150018,3.46E-22,3.17E-21
ENSG00000280302.1,4.451031033,4.33E-27,7.61E-26
ENSG00000280344.1,1.063338662,0.000107585,0.000187815
ENSG00000280362.1,1.82457581,3.23E-24,3.78E-23
ENSG00000280429.1,2.269574738,1.54E-27,2.92E-26
ENSG00000280474.1,2.524909444,1.28E-12,4.52E-12
ENSG00000280560.3,2.180741119,4.60E-05,8.34E-05
ENSG00000280587.3,1.195429522,8.17E-13,2.94E-12
ENSG00000280623.1,1.330043685,2.68E-13,1.00E-12
ENSG00000280639.1,1.624844943,9.38E-12,3.09E-11
ENSG00000281128.2,1.262521811,1.57E-20,1.21E-19
ENSG00000281333.2,1.84242683,3.39E-18,2.03E-17
ENSG00000281406.2,1.504454444,1.95E-06,4.01E-06
ENSG00000281468.1,1.293872685,0.000702063,0.001130518
ENSG00000281560.1,3.570344319,5.12E-24,5.87E-23
ENSG00000281641.3,1.756089121,1.28E-05,2.45E-05
ENSG00000281692.3,1.317105533,2.27E-12,7.88E-12
ENSG00000281706.5,1.397420439,2.29E-10,6.67E-10
ENSG00000281769.1,3.102841799,9.93E-23,9.69E-22
ENSG00000282024.1,1.045003989,0.003611531,0.0053748
ENSG00000282511.1,1.525278444,1.63E-06,3.38E-06
ENSG00000282608.2,1.115323758,3.66E-13,1.36E-12
ENSG00000282855.1,1.540778831,4.60E-11,1.43E-10
ENSG00000282859.1,1.106156543,1.42E-16,7.19E-16
ENSG00000283083.2,1.542116106,4.19E-17,2.24E-16
ENSG00000283383.1,1.550374388,8.90E-25,1.11E-23
ENSG00000283427.1,1.341407319,1.68E-21,1.42E-20
ENSG00000283503.4,1.571747396,1.61E-23,1.73E-22
ENSG00000283635.1,1.434977678,3.17E-15,1.42E-14
ENSG00000283653.1,1.142165153,1.60E-15,7.33E-15
ENSG00000283752.1,2.124559698,8.29E-08,1.93E-07
ENSG00000283755.2,2.360491567,7.13E-21,5.65E-20
ENSG00000283757.1,3.703332104,3.83E-12,1.30E-11
ENSG00000283766.1,1.847747785,1.25E-07,2.87E-07
ENSG00000283796.1,1.364973947,1.13E-11,3.69E-11
ENSG00000283849.1,2.059630846,1.10E-16,5.64E-16
ENSG00000283891.1,1.622464479,1.96E-15,8.95E-15
ENSG00000283929.1,1.100160375,3.59E-12,1.22E-11
ENSG00000283994.1,2.352223169,1.43E-05,2.73E-05
ENSG00000284122.1,1.061348308,1.33E-11,4.33E-11
ENSG00000284363.1,1.42261995,8.37E-08,1.95E-07
ENSG00000284418.3,1.800878639,6.46E-11,1.98E-10
ENSG00000284431.1,2.836101344,0.036450767,0.047949111
ENSG00000284513.1,2.148342427,9.57E-23,9.36E-22
ENSG00000284543.1,1.399257769,0.004938142,0.007234667
ENSG00000284605.1,3.146801218,9.34E-19,5.92E-18
ENSG00000284657.1,3.094774018,3.23E-12,1.11E-11
ENSG00000284708.1,1.611789069,1.08E-16,5.55E-16
ENSG00000284858.1,1.405808351,0.000434355,0.000714628
ENSG00000285000.1,1.655375166,1.45E-10,4.31E-10
ENSG00000285095.2,1.226231767,8.67E-08,2.01E-07
ENSG00000285205.2,2.661999906,1.00E-14,4.26E-14
ENSG00000285553.1,1.540173875,5.82E-20,4.20E-19
ENSG00000285582.1,2.977774437,6.20E-13,2.26E-12
ENSG00000285588.1,1.256854284,1.64E-17,9.15E-17
ENSG00000285608.1,5.3118257,0.008936224,0.012696666
ENSG00000285633.1,2.988354106,4.22E-19,2.78E-18
ENSG00000285646.2,1.009952887,3.34E-05,6.12E-05
ENSG00000285672.1,1.250598401,3.17E-05,5.82E-05
ENSG00000285691.2,1.880989927,1.92E-27,3.57E-26
ENSG00000285719.2,4.688945343,1.48E-30,4.90E-29
ENSG00000285732.1,1.277880122,1.67E-05,3.15E-05
ENSG00000285766.1,1.139734027,7.97E-05,0.00014079
ENSG00000285816.1,1.67163872,4.13E-17,2.20E-16
ENSG00000285820.1,1.197010551,4.99E-11,1.54E-10
ENSG00000285856.1,2.508456463,2.41E-16,1.20E-15
ENSG00000285882.1,1.611883556,1.06E-17,6.04E-17
ENSG00000285886.1,1.30638641,9.50E-05,0.000166597
ENSG00000285887.1,1.211788866,9.53E-05,0.000167221
ENSG00000285904.1,2.551225873,0.009761248,0.013795375
ENSG00000285958.1,2.966000657,2.54E-21,2.11E-20
ENSG00000285980.2,2.547749856,6.61E-20,4.73E-19
ENSG00000286000.1,2.056818237,6.74E-15,2.91E-14
ENSG00000286042.1,1.498072154,9.29E-07,1.97E-06
ENSG00000286081.2,1.787615123,3.67E-20,2.71E-19
ENSG00000286136.2,1.45772715,0.000758126,0.001216389
ENSG00000286157.1,2.938804506,1.17E-17,6.61E-17
ENSG00000286282.1,1.080610439,0.003050602,0.00457732
ENSG00000286292.2,1.972539167,4.24E-07,9.28E-07
ENSG00000286300.1,1.19732573,5.42E-19,3.52E-18
ENSG00000286310.1,4.092158243,2.74E-18,1.66E-17
ENSG00000286333.1,3.535162538,1.64E-19,1.13E-18
ENSG00000286378.1,2.669363614,1.71E-12,6.00E-12
ENSG00000286403.1,3.624236671,5.42E-08,1.28E-07
ENSG00000286433.1,1.821991193,3.39E-18,2.03E-17
ENSG00000286473.1,1.174221421,3.71E-07,8.14E-07
ENSG00000286575.1,1.092419236,1.92E-07,4.31E-07
ENSG00000286593.1,1.685960632,1.00E-07,2.32E-07
ENSG00000286595.1,1.403035059,3.10E-23,3.22E-22
ENSG00000286645.1,1.297864536,6.08E-13,2.22E-12
ENSG00000286695.1,3.390929483,2.23E-31,8.95E-30
ENSG00000286705.2,1.376386655,8.38E-06,1.62E-05
ENSG00000286723.1,2.022261,8.37E-20,5.94E-19
ENSG00000286730.1,1.244992525,0.000485035,0.000793752
ENSG00000286736.1,5.488010125,2.11E-28,4.60E-27
ENSG00000286747.1,1.003210747,3.44E-06,6.90E-06
ENSG00000286797.1,2.739274983,3.95E-08,9.46E-08
ENSG00000286805.1,1.488144195,1.68E-07,3.81E-07
